team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
RB Leipzig,23,23.4,55.0,34,374,3060,34.0,57,43,100,53,4,5,48,,1.68,1.26,2.94,1.56,2.82,3.0,452.0,485.0,87.0,521.0,397.0,509.0,4.0,5.0,0.0,2017-2018,Bundesliga,51.9,48.0,39.6,87.6,778.0,1591.0,1.53,1.17,2.69,1.41,2.58,1700.0,638.0,544.0,54.0
Schalke 04,24,26.1,46.6,34,374,3060,34.0,50,33,83,40,10,10,66,,1.47,0.97,2.44,1.18,2.15,1.0,549.0,504.0,81.0,583.0,498.0,534.0,9.0,6.0,1.0,2017-2018,Bundesliga,46.7,38.9,31.4,70.3,776.0,1248.0,1.37,0.92,2.3,1.14,2.07,1871.0,558.0,510.0,52.2
Stuttgart,26,25.6,46.6,34,374,3060,34.0,35,22,57,34,1,3,59,,1.03,0.65,1.68,1.0,1.65,2.0,462.0,429.0,72.0,610.0,414.0,496.0,2.0,6.0,0.0,2017-2018,Bundesliga,40.3,38.0,26.3,64.3,474.0,1026.0,1.19,0.77,1.96,1.12,1.89,1477.0,627.0,694.0,47.5
Werder Bremen,25,26.3,47.4,34,374,3060,34.0,34,27,61,34,0,0,55,,1.0,0.79,1.79,1.0,1.79,0.0,522.0,443.0,69.0,655.0,421.0,435.0,0.0,4.0,2.0,2017-2018,Bundesliga,38.9,38.9,31.6,70.5,572.0,1473.0,1.14,0.93,2.07,1.14,2.07,1368.0,636.0,617.0,50.8
Wolfsburg,29,25.1,49.3,34,374,3060,34.0,36,26,62,35,1,6,65,,1.06,0.76,1.82,1.03,1.79,5.0,444.0,499.0,57.0,556.0,403.0,430.0,6.0,9.0,2.0,2017-2018,Bundesliga,34.2,29.7,21.5,51.2,502.0,1304.0,1.01,0.63,1.64,0.87,1.51,1300.0,601.0,591.0,50.4
Almería,24,25.8,,38,418,3420,38.0,45,20,65,40,5,5,100,11.0,1.18,0.53,1.71,1.05,1.58,,674.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Athletic Club,30,25.4,,38,418,3420,38.0,46,21,67,39,7,9,120,13.0,1.21,0.55,1.76,1.03,1.58,,705.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Atlético Madrid,22,27.4,,38,418,3420,38.0,78,39,117,72,6,7,117,6.0,2.05,1.03,3.08,1.89,2.92,,642.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Barcelona,29,26.3,,38,418,3420,38.0,102,66,168,97,5,7,77,6.0,2.68,1.74,4.42,2.55,4.29,,492.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Betis,29,27.3,,38,418,3420,38.0,51,26,77,48,3,4,107,8.0,1.34,0.68,2.03,1.26,1.95,,641.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Espanyol,26,26.1,,38,418,3420,38.0,46,21,67,40,6,8,119,6.0,1.21,0.55,1.76,1.05,1.61,,668.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Getafe,25,26.6,,38,418,3420,38.0,49,22,71,43,6,11,126,7.0,1.29,0.58,1.87,1.13,1.71,,585.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
La Coruña,25,26.7,,38,418,3420,38.0,47,24,71,40,7,8,89,4.0,1.24,0.63,1.87,1.05,1.68,,523.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Málaga,25,27.0,,38,418,3420,38.0,53,26,79,44,9,10,104,7.0,1.39,0.68,2.08,1.16,1.84,,627.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Mallorca,22,27.4,,38,418,3420,38.0,52,30,82,51,1,3,122,7.0,1.37,0.79,2.16,1.34,2.13,,684.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Numancia,26,28.5,,38,418,3420,38.0,38,12,50,32,6,9,112,8.0,1.0,0.32,1.32,0.84,1.16,,663.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Osasuna,28,26.5,,38,418,3420,38.0,40,26,66,38,2,4,114,11.0,1.05,0.68,1.74,1.0,1.68,,637.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Racing Sant,30,26.3,,38,418,3420,38.0,47,27,74,43,4,6,137,9.0,1.24,0.71,1.95,1.13,1.84,,747.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Real Madrid,30,25.9,,38,417,3420,38.0,82,39,121,79,3,4,118,9.0,2.16,1.03,3.18,2.08,3.11,,645.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Recreativo,27,26.1,,38,418,3420,38.0,34,19,53,30,4,4,102,6.0,0.89,0.5,1.39,0.79,1.29,,663.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Sevilla,29,27.1,,38,418,3420,38.0,53,29,82,51,2,3,103,8.0,1.39,0.76,2.16,1.34,2.11,,624.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Sporting Gijón,26,27.0,,38,418,3420,38.0,46,23,69,40,6,7,122,5.0,1.21,0.61,1.82,1.05,1.66,,721.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Valencia,26,26.4,,38,418,3420,38.0,68,31,99,59,9,10,120,6.0,1.79,0.82,2.61,1.55,2.37,,678.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Valladolid,25,28.1,,38,418,3420,38.0,44,21,65,41,3,3,90,10.0,1.16,0.55,1.71,1.08,1.63,,583.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Villarreal,26,27.7,,38,418,3420,38.0,61,36,97,58,3,5,103,4.0,1.61,0.95,2.55,1.53,2.47,,606.0,,,,,,,,,2008-2009,La-Liga,,,,,,,,,,,,,,,
Augsburg,29,26.8,44.3,34,374,3060,34.0,35,26,61,34,1,2,78,5.0,1.03,0.76,1.79,1.0,1.76,2.0,351.0,373.0,59.0,578.0,341.0,300.0,2.0,5.0,2.0,2024-2025,Bundesliga,34.7,33.1,25.1,58.2,450.0,1162.0,1.02,0.74,1.76,0.97,1.71,1441.0,529.0,491.0,51.9
Bayern Munich,29,27.7,67.9,34,374,3060,34.0,96,66,162,87,9,10,48,1.0,2.82,1.94,4.76,2.56,4.5,0.0,295.0,341.0,56.0,612.0,232.0,300.0,6.0,2.0,0.0,2024-2025,Bundesliga,81.7,74.0,59.7,133.7,831.0,2138.0,2.4,1.76,4.16,2.18,3.93,1665.0,418.0,344.0,54.9
Bochum,27,28.0,45.5,34,374,3060,34.0,32,23,55,31,1,3,71,2.0,0.94,0.68,1.62,0.91,1.59,1.0,465.0,293.0,63.0,679.0,294.0,360.0,3.0,6.0,0.0,2024-2025,Bundesliga,41.8,39.3,30.0,69.4,378.0,1090.0,1.23,0.88,2.11,1.16,2.04,1447.0,744.0,665.0,52.8
Dortmund,28,26.6,58.9,34,374,3060,34.0,69,56,125,64,5,6,71,6.0,2.03,1.65,3.68,1.88,3.53,3.0,330.0,343.0,43.0,698.0,249.0,319.0,5.0,4.0,1.0,2024-2025,Bundesliga,61.2,56.5,47.4,103.9,701.0,1563.0,1.8,1.39,3.19,1.66,3.06,1480.0,474.0,418.0,53.1
Eint Frankfurt,26,24.9,49.7,34,374,3060,34.0,68,47,115,65,3,5,55,1.0,2.0,1.38,3.38,1.91,3.29,1.0,341.0,304.0,57.0,539.0,287.0,341.0,2.0,3.0,2.0,2024-2025,Bundesliga,65.1,61.4,45.2,106.6,585.0,1347.0,1.91,1.33,3.24,1.81,3.13,1486.0,467.0,437.0,51.7
Freiburg,26,27.1,48.7,34,374,3060,34.0,46,35,81,46,0,4,54,2.0,1.35,1.03,2.38,1.35,2.38,1.0,316.0,325.0,61.0,589.0,276.0,317.0,3.0,4.0,1.0,2024-2025,Bundesliga,44.3,41.1,30.5,71.7,442.0,1129.0,1.3,0.9,2.2,1.21,2.11,1368.0,596.0,608.0,49.5
Gladbach,26,26.5,49.6,34,374,3060,34.0,53,39,92,49,4,5,53,3.0,1.56,1.15,2.71,1.44,2.59,2.0,339.0,326.0,65.0,617.0,317.0,284.0,5.0,8.0,2.0,2024-2025,Bundesliga,50.6,46.6,37.7,84.3,530.0,1112.0,1.49,1.11,2.6,1.37,2.48,1308.0,530.0,473.0,52.8
Heidenheim,27,26.8,43.5,34,374,3060,34.0,37,26,63,32,5,5,66,1.0,1.09,0.76,1.85,0.94,1.71,0.0,385.0,390.0,50.0,581.0,312.0,356.0,3.0,6.0,0.0,2024-2025,Bundesliga,40.3,36.3,28.6,64.9,516.0,974.0,1.18,0.84,2.02,1.07,1.91,1420.0,553.0,646.0,46.1
Hoffenheim,35,26.4,48.7,34,374,3060,34.0,46,30,76,43,3,3,66,2.0,1.35,0.88,2.24,1.26,2.15,0.0,391.0,366.0,70.0,732.0,291.0,336.0,2.0,6.0,3.0,2024-2025,Bundesliga,42.6,40.3,32.7,73.0,481.0,1218.0,1.25,0.96,2.22,1.19,2.15,1466.0,577.0,588.0,49.5
Holstein Kiel,27,25.6,43.6,34,374,3060,34.0,49,29,78,45,4,5,77,4.0,1.44,0.85,2.29,1.32,2.18,2.0,407.0,350.0,44.0,482.0,294.0,328.0,4.0,7.0,3.0,2024-2025,Bundesliga,39.8,35.9,26.7,62.6,359.0,875.0,1.17,0.79,1.96,1.06,1.84,1267.0,546.0,607.0,47.4
Leverkusen,23,27.0,59.2,34,374,3060,34.0,70,53,123,67,3,6,62,1.0,2.06,1.56,3.62,1.97,3.53,1.0,325.0,352.0,64.0,735.0,234.0,259.0,5.0,4.0,4.0,2024-2025,Bundesliga,56.9,52.0,41.9,93.9,696.0,1692.0,1.67,1.23,2.91,1.53,2.76,1463.0,463.0,419.0,52.5
Mainz 05,25,27.4,50.4,34,374,3060,34.0,53,37,90,49,4,4,71,5.0,1.56,1.09,2.65,1.44,2.53,3.0,408.0,329.0,78.0,658.0,352.0,325.0,3.0,5.0,0.0,2024-2025,Bundesliga,50.1,47.0,37.5,84.6,466.0,1286.0,1.47,1.1,2.58,1.38,2.49,1545.0,618.0,697.0,47.0
RB Leipzig,29,25.3,52.2,34,374,3060,34.0,51,36,87,48,3,4,68,5.0,1.5,1.06,2.56,1.41,2.47,2.0,376.0,333.0,83.0,563.0,268.0,333.0,4.0,3.0,0.0,2024-2025,Bundesliga,46.6,43.4,35.6,79.0,516.0,1353.0,1.37,1.05,2.42,1.28,2.32,1533.0,480.0,439.0,52.2
St. Pauli,28,26.9,44.2,34,374,3060,34.0,26,22,48,25,1,2,53,4.0,0.76,0.65,1.41,0.74,1.38,3.0,353.0,352.0,66.0,600.0,257.0,315.0,2.0,5.0,1.0,2024-2025,Bundesliga,35.3,33.7,26.3,60.0,418.0,1073.0,1.04,0.77,1.81,0.99,1.76,1350.0,533.0,656.0,44.8
Stuttgart,29,24.9,57.2,34,374,3060,34.0,61,45,106,59,2,6,72,5.0,1.79,1.32,3.12,1.74,3.06,3.0,358.0,411.0,62.0,637.0,298.0,282.0,4.0,3.0,1.0,2024-2025,Bundesliga,62.3,57.7,45.3,103.0,545.0,1493.0,1.83,1.33,3.17,1.7,3.03,1378.0,468.0,448.0,51.1
Union Berlin,28,27.2,40.0,34,374,3060,34.0,36,25,61,33,3,3,72,1.0,1.06,0.74,1.79,0.97,1.71,0.0,419.0,313.0,67.0,608.0,312.0,318.0,3.0,6.0,1.0,2024-2025,Bundesliga,37.0,34.7,23.5,58.2,390.0,1049.0,1.09,0.69,1.78,1.02,1.71,1368.0,656.0,676.0,49.2
Werder Bremen,23,27.5,50.0,34,374,3060,34.0,53,38,91,50,3,5,75,4.0,1.56,1.12,2.68,1.47,2.59,3.0,335.0,402.0,72.0,667.0,315.0,321.0,4.0,3.0,3.0,2024-2025,Bundesliga,49.1,45.7,37.4,83.1,495.0,1351.0,1.45,1.1,2.54,1.34,2.44,1453.0,473.0,470.0,50.2
Wolfsburg,27,25.2,46.1,34,374,3060,34.0,53,38,91,49,4,5,75,3.0,1.56,1.12,2.68,1.44,2.56,0.0,350.0,366.0,49.0,574.0,312.0,301.0,4.0,3.0,1.0,2024-2025,Bundesliga,47.5,43.4,33.0,76.4,489.0,1205.0,1.4,0.97,2.37,1.28,2.25,1344.0,519.0,562.0,48.0
Arsenal,27,24.8,,38,418,3420,38.0,70,51,121,66,4,7,70,6.0,1.84,1.34,3.18,1.74,3.08,,442.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Aston Villa,32,27.5,,38,418,3420,38.0,45,32,77,41,4,6,71,2.0,1.18,0.84,2.03,1.08,1.92,,448.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Birmingham City,26,28.0,,38,418,3420,38.0,37,23,60,35,2,2,59,3.0,0.97,0.61,1.58,0.92,1.53,,420.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Blackburn,29,27.8,,38,418,3420,38.0,43,28,71,42,1,2,66,5.0,1.13,0.74,1.87,1.11,1.84,,465.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Blackpool,30,26.8,,38,418,3420,38.0,54,29,83,47,7,8,47,2.0,1.42,0.76,2.18,1.24,2.0,,433.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Bolton,24,28.1,,38,418,3420,38.0,50,34,84,46,4,5,70,5.0,1.32,0.89,2.21,1.21,2.11,,503.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Chelsea,24,28.2,,38,418,3420,38.0,68,39,107,62,6,8,56,1.0,1.79,1.03,2.82,1.63,2.66,,433.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Everton,24,28.1,,38,418,3420,38.0,50,33,83,47,3,4,60,5.0,1.32,0.87,2.18,1.24,2.11,,482.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Fulham,29,29.8,,38,418,3420,38.0,48,32,80,46,2,3,52,1.0,1.26,0.84,2.11,1.21,2.05,,477.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Liverpool,30,26.9,,38,418,3420,38.0,58,30,88,51,7,8,64,2.0,1.53,0.79,2.32,1.34,2.13,,458.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Manchester City,27,25.4,,38,418,3420,38.0,56,35,91,48,8,9,76,5.0,1.47,0.92,2.39,1.26,2.18,,481.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Manchester Utd,29,28.3,,38,418,3420,38.0,75,59,134,72,3,5,59,3.0,1.97,1.55,3.53,1.89,3.45,,420.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Newcastle Utd,30,26.3,,38,418,3420,38.0,55,35,90,50,5,5,76,2.0,1.45,0.92,2.37,1.32,2.24,,462.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Stoke City,25,27.6,,38,418,3420,38.0,44,28,72,41,3,3,70,2.0,1.16,0.74,1.89,1.08,1.82,,428.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Sunderland,31,25.0,,38,418,3420,38.0,41,23,64,37,4,5,64,5.0,1.08,0.61,1.68,0.97,1.58,,432.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Tottenham,28,26.6,,38,418,3420,38.0,54,34,88,49,5,5,51,2.0,1.42,0.89,2.32,1.29,2.18,,382.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
West Brom,28,26.7,,38,418,3420,38.0,52,37,89,48,4,6,55,7.0,1.37,0.97,2.34,1.26,2.24,,425.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
West Ham,35,27.9,,38,418,3420,38.0,41,21,62,36,5,6,59,1.0,1.08,0.55,1.63,0.95,1.5,,447.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Wigan Athletic,25,25.8,,38,418,3420,38.0,37,20,57,35,2,3,69,4.0,0.97,0.53,1.5,0.92,1.45,,484.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Wolves,30,25.8,,38,418,3420,38.0,45,29,74,42,3,3,63,2.0,1.18,0.76,1.95,1.11,1.87,,473.0,,,,,,,,,2010-2011,Premier-League,,,,,,,,,,,,,,,
Bayern Munich,25,26.9,,34,374,3060,34.0,68,44,112,66,2,3,46,1.0,2.0,1.29,3.29,1.94,3.24,,492.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Bochum,28,27.5,,34,374,3060,34.0,31,21,52,31,0,0,73,4.0,0.91,0.62,1.53,0.91,1.53,,542.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Dortmund,25,24.5,,34,374,3060,34.0,51,32,83,48,3,4,50,0.0,1.5,0.94,2.44,1.41,2.35,,519.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,30,27.5,,34,374,3060,34.0,47,26,73,45,2,3,68,5.0,1.38,0.76,2.15,1.32,2.09,,573.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Freiburg,28,26.1,,34,374,3060,34.0,34,20,54,33,1,1,52,0.0,1.0,0.59,1.59,0.97,1.56,,556.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Gladbach,24,25.7,,34,374,3060,34.0,39,23,62,38,1,1,48,1.0,1.15,0.68,1.82,1.12,1.79,,537.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,26,27.1,,34,374,3060,34.0,54,30,84,52,2,2,56,3.0,1.59,0.88,2.47,1.53,2.41,,592.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,32,26.7,,34,375,3060,34.0,40,24,64,38,2,2,69,3.0,1.18,0.71,1.88,1.12,1.82,,569.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,28,26.0,,34,374,3060,34.0,34,18,52,34,0,1,60,2.0,1.0,0.53,1.53,1.0,1.53,,429.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Hoffenheim,28,24.8,,34,374,3060,34.0,44,24,68,39,5,6,67,3.0,1.29,0.71,2.0,1.15,1.85,,595.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Köln,26,27.6,,34,374,3060,34.0,32,22,54,31,1,1,72,4.0,0.94,0.65,1.59,0.91,1.56,,555.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,24,24.6,,34,374,3060,34.0,65,35,100,61,4,4,71,3.0,1.91,1.03,2.94,1.79,2.82,,490.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Mainz 05,29,27.2,,34,374,3060,34.0,36,12,48,34,2,2,61,4.0,1.06,0.35,1.41,1.0,1.35,,532.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Nürnberg,27,24.7,,34,374,3060,34.0,32,22,54,31,1,1,58,2.0,0.94,0.65,1.59,0.91,1.56,,485.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,29,24.3,,34,374,3060,34.0,53,35,88,48,5,5,62,1.0,1.56,1.03,2.59,1.41,2.44,,678.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,28,25.7,,34,374,3060,34.0,50,30,80,48,2,3,73,2.0,1.47,0.88,2.35,1.41,2.29,,518.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,26,25.9,,34,374,3060,34.0,70,44,114,64,6,7,54,2.0,2.06,1.29,3.35,1.88,3.18,,529.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,26,26.4,,34,374,3060,34.0,62,37,99,58,4,5,61,1.0,1.82,1.09,2.91,1.71,2.79,,503.0,,,,,,,,,2009-2010,Bundesliga,,,,,,,,,,,,,,,
Arsenal,26,24.7,59.3,38,418,3420,38.0,84,64,148,81,3,4,51,0.0,2.21,1.68,3.89,2.13,3.82,0.0,373.0,435.0,56.0,674.0,237.0,343.0,3.0,5.0,1.0,2022-2023,Premier-League,71.6,68.9,53.5,122.4,824.0,2049.0,1.88,1.41,3.29,1.81,3.22,1984.0,486.0,559.0,46.5
Aston Villa,26,27.0,49.3,38,418,3420,38.0,49,35,84,46,3,4,80,1.0,1.29,0.92,2.21,1.21,2.13,0.0,417.0,498.0,58.0,561.0,324.0,338.0,4.0,6.0,4.0,2022-2023,Premier-League,50.3,47.2,38.8,86.0,637.0,1242.0,1.32,1.02,2.34,1.24,2.26,1847.0,442.0,465.0,48.7
Bournemouth,31,26.3,40.4,38,418,3420,38.0,37,24,61,37,0,0,68,0.0,0.97,0.63,1.61,0.97,1.61,0.0,391.0,365.0,38.0,509.0,353.0,371.0,0.0,7.0,3.0,2022-2023,Premier-League,38.5,38.5,28.4,66.9,504.0,1006.0,1.01,0.75,1.76,1.01,1.76,1942.0,521.0,539.0,49.2
Brentford,25,26.2,43.8,38,418,3420,38.0,56,36,92,49,7,8,57,1.0,1.47,0.95,2.42,1.29,2.24,1.0,354.0,399.0,72.0,661.0,341.0,338.0,7.0,2.0,3.0,2022-2023,Premier-League,56.3,50.1,38.4,88.5,392.0,1131.0,1.48,1.01,2.49,1.32,2.33,1959.0,664.0,617.0,51.8
Brighton,29,26.3,60.2,38,418,3420,38.0,68,46,114,62,6,6,58,0.0,1.79,1.21,3.0,1.63,2.84,0.0,427.0,407.0,70.0,694.0,303.0,340.0,4.0,8.0,6.0,2022-2023,Premier-League,73.3,68.9,52.2,121.2,809.0,1849.0,1.93,1.37,3.3,1.81,3.19,2013.0,444.0,387.0,53.4
Chelsea,32,26.3,58.7,38,418,3420,38.0,37,27,64,34,3,3,81,3.0,0.97,0.71,1.68,0.89,1.61,2.0,397.0,462.0,74.0,693.0,341.0,445.0,3.0,1.0,3.0,2022-2023,Premier-League,49.5,47.2,38.6,85.8,829.0,1737.0,1.3,1.02,2.32,1.24,2.26,2024.0,493.0,453.0,52.1
Crystal Palace,26,26.7,46.3,38,418,3420,38.0,38,29,67,37,1,3,82,3.0,1.0,0.76,1.76,0.97,1.74,2.0,446.0,479.0,58.0,591.0,359.0,421.0,2.0,4.0,3.0,2022-2023,Premier-League,39.3,36.8,29.0,65.8,556.0,1243.0,1.03,0.76,1.8,0.97,1.73,2093.0,496.0,578.0,46.2
Everton,28,26.6,42.8,38,418,3420,38.0,32,24,56,29,3,3,81,2.0,0.84,0.63,1.47,0.76,1.39,1.0,396.0,382.0,64.0,704.0,390.0,424.0,3.0,6.0,0.0,2022-2023,Premier-League,45.2,42.8,32.4,75.1,500.0,1052.0,1.19,0.85,2.04,1.13,1.98,2049.0,582.0,613.0,48.7
Fulham,29,28.2,48.8,38,418,3420,38.0,52,33,85,47,5,9,80,1.0,1.37,0.87,2.24,1.24,2.11,0.0,411.0,405.0,60.0,769.0,340.0,350.0,8.0,8.0,2.0,2022-2023,Premier-League,46.2,39.1,28.5,67.7,663.0,1326.0,1.22,0.75,1.97,1.03,1.78,1979.0,511.0,550.0,48.2
Leeds United,29,25.3,47.0,38,418,3420,38.0,45,31,76,44,1,3,89,3.0,1.18,0.82,2.0,1.16,1.97,2.0,467.0,405.0,60.0,653.0,392.0,480.0,2.0,6.0,1.0,2022-2023,Premier-League,47.3,44.9,31.8,76.7,555.0,1429.0,1.24,0.84,2.08,1.18,2.02,2206.0,586.0,607.0,49.1
Leicester City,28,26.1,47.7,38,418,3420,38.0,49,36,85,46,3,6,63,2.0,1.29,0.95,2.24,1.21,2.16,2.0,410.0,397.0,83.0,496.0,367.0,412.0,5.0,5.0,5.0,2022-2023,Premier-League,50.5,45.7,38.4,84.1,580.0,1304.0,1.33,1.01,2.34,1.2,2.21,2013.0,512.0,558.0,47.9
Liverpool,28,27.4,60.8,38,418,3420,38.0,71,58,129,69,2,4,57,1.0,1.87,1.53,3.39,1.82,3.34,0.0,405.0,321.0,84.0,799.0,333.0,370.0,3.0,4.0,2.0,2022-2023,Premier-League,71.5,68.4,55.6,124.1,719.0,1992.0,1.88,1.46,3.35,1.8,3.26,2211.0,482.0,455.0,51.4
Manchester City,24,27.2,64.7,38,418,3420,38.0,92,69,161,83,9,10,44,1.0,2.42,1.82,4.24,2.18,4.0,0.0,347.0,384.0,51.0,742.0,223.0,272.0,9.0,3.0,1.0,2022-2023,Premier-League,78.6,71.1,57.5,128.6,988.0,2073.0,2.07,1.51,3.58,1.87,3.38,1866.0,438.0,364.0,54.6
Manchester Utd,26,26.9,53.7,38,418,3420,38.0,56,42,98,53,3,3,78,2.0,1.47,1.11,2.58,1.39,2.5,0.0,424.0,297.0,79.0,517.0,352.0,400.0,2.0,3.0,1.0,2022-2023,Premier-League,67.7,65.3,52.2,117.5,711.0,1595.0,1.78,1.37,3.15,1.72,3.09,2190.0,465.0,434.0,51.7
Newcastle Utd,27,27.3,52.3,38,418,3420,38.0,64,42,106,58,6,6,61,1.0,1.68,1.11,2.79,1.53,2.63,0.0,406.0,399.0,71.0,740.0,333.0,360.0,2.0,5.0,2.0,2022-2023,Premier-League,71.9,67.3,51.8,119.1,695.0,1618.0,1.89,1.36,3.26,1.77,3.13,2065.0,552.0,426.0,56.4
Nott'ham Forest,33,26.5,37.6,38,418,3420,38.0,36,22,58,33,3,6,84,0.0,0.95,0.58,1.53,0.87,1.45,0.0,445.0,390.0,67.0,530.0,349.0,387.0,3.0,9.0,0.0,2022-2023,Premier-League,39.3,34.6,26.3,61.0,436.0,859.0,1.03,0.69,1.73,0.91,1.6,1902.0,560.0,600.0,48.3
Southampton,36,24.7,44.5,38,418,3420,38.0,36,25,61,34,2,4,73,0.0,0.95,0.66,1.61,0.89,1.55,0.0,430.0,378.0,57.0,613.0,427.0,426.0,3.0,3.0,5.0,2022-2023,Premier-League,37.8,34.6,28.1,62.7,588.0,1125.0,0.99,0.74,1.73,0.91,1.65,2130.0,551.0,611.0,47.4
Tottenham,29,27.6,50.0,38,418,3420,38.0,68,46,114,63,5,6,77,3.0,1.79,1.21,3.0,1.66,2.87,1.0,424.0,353.0,67.0,719.0,340.0,353.0,5.0,4.0,1.0,2022-2023,Premier-League,57.0,52.3,43.0,95.4,692.0,1449.0,1.5,1.13,2.63,1.38,2.51,1984.0,549.0,474.0,53.7
West Ham,25,28.2,42.1,38,418,3420,38.0,41,25,66,35,6,8,44,0.0,1.08,0.66,1.74,0.92,1.58,0.0,362.0,316.0,62.0,768.0,408.0,336.0,6.0,6.0,1.0,2022-2023,Premier-League,49.2,43.7,32.7,76.4,615.0,1274.0,1.29,0.86,2.15,1.15,2.01,2023.0,620.0,587.0,51.4
Wolves,32,26.7,49.9,38,418,3420,38.0,28,12,40,25,3,3,85,6.0,0.74,0.32,1.05,0.66,0.97,1.0,463.0,389.0,62.0,661.0,279.0,370.0,1.0,4.0,1.0,2022-2023,Premier-League,36.8,34.5,25.4,60.0,610.0,1343.0,0.97,0.67,1.64,0.91,1.58,2052.0,465.0,542.0,46.2
