team,players_used,avg_age,possession,games_played,goals,assists,pens_made,pens_attempted,cards_yellow,cards_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,progressive_carries,progressive_passes,ball_recoveries,aerials_won,aerials_lost
Frosinone,28,26.5,39.7,38,34,22,3,3,116,0.0,640.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Genoa,30,26.7,50.2,38,44,35,4,4,91,0.0,645.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Hellas Verona,32,27.5,45.3,38,34,23,6,7,97,0.0,625.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Inter,28,26.7,55.0,38,49,35,2,3,104,0.0,514.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Juventus,28,28.3,56.0,38,72,54,9,9,97,0.0,570.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Lazio,27,27.6,54.4,38,52,31,9,11,107,0.0,592.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Milan,30,26.4,52.9,38,49,28,6,7,96,0.0,554.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Napoli,22,26.5,62.6,38,78,56,7,8,72,0.0,464.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Palermo,31,26.8,43.2,38,37,31,1,1,103,0.0,644.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Roma,32,26.2,57.7,38,83,55,4,4,87,0.0,533.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Sampdoria,35,27.5,49.4,38,45,30,3,3,111,0.0,578.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Sassuolo,26,27.0,51.1,38,48,33,4,5,98,0.0,585.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Torino,27,27.6,47.5,38,49,29,9,11,99,0.0,652.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Udinese,28,27.6,44.4,38,34,23,2,2,105,0.0,579.0,,,,,,,,,2015-2016,Serie-A,,,,,,,,
Arminia,29,28.3,,34,37,28,1,3,48,0.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Bayern Munich,26,27.8,,34,73,60,4,4,62,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Bochum,27,27.9,,34,42,31,4,5,73,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Dortmund,27,25.6,,34,47,36,2,3,63,2.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Freiburg,29,26.0,,34,30,21,0,1,64,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Gladbach,31,27.5,,34,35,26,4,5,85,3.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Hamburger SV,26,26.8,,34,55,42,1,3,91,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Hannover 96,26,27.2,,34,34,26,1,1,39,1.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Hansa Rostock,25,27.8,,34,31,21,1,3,87,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Hertha BSC,22,27.0,,34,59,43,5,6,69,5.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Kaiserslautern,27,27.1,,34,41,25,6,6,78,2.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Leverkusen,24,26.9,,34,65,46,2,2,62,2.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Mainz 05,25,26.7,,34,48,34,1,1,50,2.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Nürnberg,25,26.5,,34,53,41,6,7,81,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Schalke 04,22,27.5,,34,56,40,2,3,75,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Stuttgart,24,26.4,,34,52,44,4,4,79,5.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Werder Bremen,23,26.8,,34,67,55,2,2,58,4.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Wolfsburg,24,28.1,,34,49,37,4,4,69,5.0,,,,,,,,,,2004-2005,Bundesliga,,,,,,,,
Arminia,26,27.7,,34,32,21,2,3,55,0.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Bayern Munich,24,28.1,,34,67,49,2,2,59,4.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Dortmund,24,24.7,,34,45,32,3,3,53,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Eint Frankfurt,26,26.1,,34,40,25,2,3,60,1.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Gladbach,28,27.2,,34,38,24,1,1,79,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Hamburger SV,26,26.3,,34,48,38,5,5,74,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Hannover 96,26,27.5,,34,43,32,3,4,65,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Hertha BSC,26,26.9,,34,51,33,4,4,86,8.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Kaiserslautern,31,25.7,,34,47,27,2,3,61,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Köln,31,25.5,,34,48,30,3,3,82,7.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Leverkusen,23,26.4,,34,63,46,5,6,63,3.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Mainz 05,26,26.5,,34,45,35,5,6,67,0.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
MSV Duisburg,28,28.0,,34,33,21,3,4,96,5.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Nürnberg,29,25.5,,34,49,32,2,3,82,5.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Schalke 04,23,27.1,,34,46,31,2,5,80,6.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Stuttgart,23,26.9,,34,36,21,2,3,75,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Werder Bremen,23,26.3,,34,78,55,2,5,70,2.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Wolfsburg,27,27.4,,34,33,19,1,1,84,6.0,,,,,,,,,,2005-2006,Bundesliga,,,,,,,,
Atalanta,35,27.7,,38,38,25,5,5,126,12.0,565.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Bologna,31,26.8,,38,45,28,4,5,106,3.0,656.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Cagliari,25,26.1,,38,41,27,7,9,109,9.0,655.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Catania,29,27.9,,38,50,38,1,2,95,7.0,648.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Chievo,35,28.6,,38,37,24,5,6,105,4.0,615.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Fiorentina,30,26.8,,38,70,56,7,10,93,3.0,512.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Genoa,37,27.7,,38,38,31,2,4,105,4.0,603.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Inter,36,28.2,,38,52,42,4,5,87,4.0,483.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Juventus,28,27.8,,38,71,49,8,11,77,1.0,478.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Lazio,28,29.1,,38,48,30,7,9,91,8.0,601.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Milan,29,26.9,,38,64,36,10,11,99,7.0,517.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Napoli,27,28.5,,38,72,55,7,10,90,0.0,507.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Palermo,36,26.9,,38,34,26,2,2,98,8.0,553.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Parma,33,28.1,,38,44,29,3,5,109,3.0,628.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Pescara,39,25.8,,38,27,15,2,3,103,9.0,581.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Roma,24,26.0,,38,68,43,5,7,91,8.0,493.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Sampdoria,29,25.0,,38,41,29,6,7,93,9.0,527.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Siena,37,28.9,,38,35,28,4,7,108,6.0,578.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Torino,29,27.7,,38,45,32,5,6,86,5.0,545.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Udinese,30,26.3,,38,59,37,4,6,90,6.0,540.0,,,,,,,,,2012-2013,Serie-A,,,,,,,,
Arsenal,27,24.6,,38,73,57,5,6,57,3.0,389.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Aston Villa,22,25.5,,38,66,42,6,7,55,4.0,523.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Birmingham City,28,25.3,,38,44,21,6,6,68,3.0,502.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Blackburn,22,28.0,,38,50,32,5,6,78,6.0,552.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Bolton,31,27.5,,38,34,22,0,1,76,0.0,499.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Chelsea,27,27.0,,38,64,52,7,7,65,5.0,431.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Derby County,36,27.6,,38,19,12,0,0,64,1.0,515.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Everton,23,26.9,,38,53,30,1,1,40,3.0,474.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Fulham,33,28.0,,38,37,17,2,3,64,6.0,477.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Liverpool,25,26.2,,38,64,43,5,5,46,1.0,440.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Manchester City,28,24.5,,38,42,30,2,2,49,4.0,395.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Manchester Utd,25,26.7,,38,78,52,6,8,51,2.0,406.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Middlesbrough,30,25.7,,38,43,27,2,2,85,2.0,516.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Newcastle Utd,27,27.0,,38,43,27,4,4,61,1.0,470.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Portsmouth,28,28.2,,38,46,32,4,7,59,3.0,528.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Reading,26,27.6,,38,41,26,2,4,62,5.0,451.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Sunderland,31,24.9,,38,36,21,1,2,63,4.0,502.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Tottenham,30,25.5,,38,65,35,4,6,52,1.0,385.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
West Ham,28,26.5,,38,39,29,2,2,65,2.0,517.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Wigan Athletic,27,27.7,,38,33,19,4,5,63,4.0,502.0,,,,,,,,,2007-2008,Premier-League,,,,,,,,
Arsenal,32,25.2,,38,73,57,2,3,70,4.0,405.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Aston Villa,27,27.3,,38,37,26,3,3,71,2.0,415.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Blackburn,31,25.5,,38,44,32,4,8,69,5.0,442.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Bolton,30,27.4,,38,43,29,5,6,52,5.0,448.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Chelsea,29,27.6,,38,63,45,4,5,76,4.0,419.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Everton,30,28.5,,38,47,32,5,5,61,2.0,452.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Fulham,28,29.6,,38,44,31,3,4,54,0.0,370.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Liverpool,26,26.3,,38,42,23,1,4,58,5.0,390.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Manchester City,24,25.8,,38,91,73,7,8,59,5.0,422.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Manchester Utd,31,26.3,,38,87,69,9,11,51,1.0,378.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Newcastle Utd,26,25.6,,38,51,36,2,3,67,2.0,405.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Norwich City,27,25.8,,38,52,33,2,2,60,3.0,399.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
QPR,35,28.8,,38,41,25,2,2,59,9.0,405.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Stoke City,23,27.9,,38,35,28,4,6,60,2.0,446.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Sunderland,28,25.8,,38,43,25,1,2,62,4.0,396.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Swansea City,25,25.4,,38,43,24,5,6,41,2.0,313.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Tottenham,29,27.6,,38,66,48,4,5,47,3.0,381.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
West Brom,25,27.8,,38,44,30,1,2,48,1.0,421.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Wigan Athletic,23,26.3,,38,41,22,5,7,69,3.0,468.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Wolves,32,26.0,,38,40,25,3,4,64,4.0,364.0,,,,,,,,,2011-2012,Premier-League,,,,,,,,
Ajaccio,37,27.1,,38,36,28,0,2,72,0.0,620.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Bastia,27,28.7,,38,42,32,3,3,67,0.0,512.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Bordeaux,32,26.9,,38,49,33,6,6,54,0.0,500.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Evian,29,26.9,,38,39,22,4,5,70,0.0,528.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Guingamp,25,27.2,,38,32,25,4,6,67,0.0,553.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Lille,22,26.9,,38,43,30,5,6,58,0.0,537.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Lorient,28,25.6,,38,46,32,6,6,49,0.0,447.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Lyon,28,25.0,,38,56,36,1,2,56,0.0,559.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Marseille,24,26.4,,38,53,33,2,2,60,0.0,531.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Monaco,29,26.4,,38,62,48,4,5,64,0.0,536.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Montpellier,26,26.0,,38,44,23,3,5,64,0.0,485.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Nantes,28,25.7,,38,36,25,0,2,56,0.0,534.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Nice,29,24.6,,38,30,17,2,3,60,0.0,510.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Paris S-G,23,26.6,,38,79,46,9,10,61,0.0,454.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Reims,25,26.5,,38,43,27,3,4,58,0.0,527.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Rennes,32,25.5,,38,47,26,2,4,50,,448.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Saint-Étienne,26,26.9,,38,55,32,4,5,69,,518.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Sochaux,36,25.2,,38,35,24,2,2,73,0.0,570.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Toulouse,28,24.2,,38,44,32,3,6,80,,517.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Valenciennes,26,26.7,,38,35,23,4,7,62,0.0,548.0,,,,,,,,,2013-2014,Ligue-1,,,,,,,,
Arsenal,30,28.3,,38,71,49,3,5,71,5.0,517.0,,,,,,,,,1999-2000,Premier-League,,,,,,,,
